,index,id,symbol,name,image,index,symbol,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_200d_in_currency,price_change_percentage_30d_in_currency
238,234,ethlend,lend,Aave [OLD],https://assets.coingecko.com/coins/images/1365/large/ethlend.png?1547394586,234,lend,2.33,129794243,235,3034039891.0,19359.1,2.51,2.29,-0.112507775143,-4.59894,-7814811.59373941,-5.679,55613147.5995075,1299999941.70317,1299999941.70317,6.6,-64.64722,2021-05-18T12:05:49.816Z,0.00329759,70675.17546,2019-08-18T00:00:00.000Z,2021-07-01T23:41:49.606Z,1667.58853428183,197.311463171924,-37.3406835559626
239,235,barnbridge,bond,BarnBridge,https://assets.coingecko.com/coins/images/12811/large/barnbridge.jpg?1602728853,235,bond,38.09,129711625,236,380942585.0,22512364.0,42.2,33.84,2.91,8.26792,10143240.0,8.48321,3405017.72801055,10000000.0,10000000.0,185.69,-79.4845,2020-10-27T00:36:32.813Z,14.22,167.81441,2021-01-04T10:18:19.378Z,2021-07-02T01:15:26.434Z,,30.1683145431479,29.0691491721965
240,236,givingtoservices-svs,svs,GivingToServices SVS,https://assets.coingecko.com/coins/images/16436/large/SVS.png?1624081687,236,svs,0.03055,129542344,237,305500000.0,96555.0,0.034,0.025,0.00369,13.7379,15646849.0,13.7379,4240338592.80425,10000000000.0,10000000000.0,0.067012,-54.41108,2021-06-20T07:27:21.660Z,0.00789666,286.87256,2021-06-27T17:35:55.206Z,2021-07-02T00:43:30.940Z,,,
241,237,usdp,usdp,USDP Stablecoin,https://assets.coingecko.com/coins/images/13234/large/USDP.png?1606579598,237,usdp,1.01,128110338,238,128110338.0,5867798.0,1.01,0.971522,0.00272926,0.26971,,,126259154.908599,126259154.908599,126259154.908599,1.4,-27.76178,2020-11-28T17:07:59.731Z,0.805221,26.01029,2020-11-28T19:30:00.241Z,2021-06-25T19:36:10.841Z,,3.91861113000903,1.15992528441639
242,238,alpha-finance,alpha,Alpha Finance,https://assets.coingecko.com/coins/images/12738/large/AlphaToken_256x256.png?1617160876,238,alpha,0.442646,126410416,239,442645995.0,20209774.0,0.473941,0.429819,-0.031294768922,-6.6031,-8566440.11095466,-6.3466,285579035.0,1000000000.0,1000000000.0,2.93,-84.86305,2021-02-05T16:37:55.153Z,0.02635756,1580.9192,2020-11-03T04:33:55.723Z,2021-07-02T01:24:13.503Z,,111.802907027456,-46.4513900555692
243,239,nucypher,nu,NuCypher,https://assets.coingecko.com/coins/images/3318/large/photo1198982838879365035.jpg?1547037916,239,nu,0.22925,125582572,240,890727445.0,20871190.0,0.242808,0.225048,-0.001919235071,-0.83023,-646215.445946798,-0.51194,547796393.027789,3885390081.74825,3885390081.74825,1.1,-79.20073,2021-02-21T18:18:20.394Z,0.062214,268.60693,2020-11-27T03:03:31.701Z,2021-07-02T01:22:16.004Z,,-0.221182392673241,-24.2894837746927
244,240,e-radix,exrd,e-Radix,https://assets.coingecko.com/coins/images/13145/large/exrd_logo.png?1605662677,240,exrd,0.112261,124999043,241,2694266169.0,1163222.0,0.114201,0.110749,-0.001231640758,-1.08522,-1207923.47599703,-0.9571,1113467208.62151,4410000000.0,24000000000.0,0.19612,-42.75886,2021-03-21T05:20:28.184Z,0.056532,98.58092,2020-11-25T11:31:13.036Z,2021-07-02T01:20:38.309Z,,27.4155005258985,-3.37877218437844
245,241,zipmex-token,zmt,Zipmex Token,https://assets.coingecko.com/coins/images/13866/large/zipmex.png?1612428520,241,zmt,1.98,124346311,242,396796105.0,8897764.0,2.0,1.93,0.051577,2.66904,3232569.0,2.66904,62675167.14,200000000.0,200000000.0,5.88,-66.2534,2021-04-15T03:31:38.559Z,0.308316,543.48882,2021-02-04T16:54:19.145Z,2021-07-02T01:13:01.226Z,,,-32.9995165524361
246,242,aragon,ant,Aragon,https://assets.coingecko.com/coins/images/681/large/JelZ58cv_400x400.png?1601449653,242,ant,3.5,122964686,244,,20561436.0,3.69,3.37,-0.183918719824,-4.99099,-6094379.93935226,-4.72216,35106274.2712499,40073107.3372892,,14.64,-76.07118,2021-04-06T09:35:37.795Z,0.301888,1060.24691,2018-11-27T00:00:00.000Z,2021-07-02T01:24:15.770Z,154.58953779844,16.6026332220424,-27.3780629655259
247,243,hydra,hydra,Hydra,https://assets.coingecko.com/coins/images/13631/large/photo_2020-11-27_18-25-06.jpg?1610473158,243,hydra,26.01,122692382,243,,757761.0,28.99,25.71,-2.582890355764,-9.03296,-9390406.94983478,-7.10949,4716908.5875662,,,51.99,-49.97184,2021-04-03T22:52:07.306Z,1.39,1764.829,2021-02-02T15:25:22.551Z,2021-07-02T01:20:40.532Z,,,-16.517388401171
248,244,concierge-io,ava,Travala.com,https://assets.coingecko.com/coins/images/3014/large/Travala.png?1558020611,244,ava,2.36,122213658,246,,4975228.0,2.4,2.16,0.03028103,1.30244,1797735.0,1.49294,51890582.0,61383832.0,,6.45,-63.45804,2021-04-14T07:24:28.788Z,0.01218947,19221.74219,2019-02-27T00:00:00.000Z,2021-07-02T01:20:14.914Z,632.150132845687,206.326411623253,-18.0882901617297
249,245,ampleforth-governance-token,forth,Ampleforth Governance Token,https://assets.coingecko.com/coins/images/14917/large/photo_2021-04-22_00.00.03.jpeg?1619020835,245,forth,14.21,121906951,245,214215917.0,22109499.0,15.34,13.67,-1.024473874896,-6.72458,-7875016.30451356,-6.06788,8535639.42722553,14998897.1445593,14998897.1445593,180.47,-92.12615,2021-04-21T16:13:43.320Z,9.69,46.70106,2021-06-26T08:25:01.088Z,2021-07-02T01:24:43.106Z,,,-35.4795509202212
250,246,storj,storj,Storj,https://assets.coingecko.com/coins/images/949/large/storj.png?1547034811,246,storj,0.841189,120363675,248,,35979588.0,0.848573,0.754172,0.01615975,1.95869,2143223.0,1.8129,143787438.7,424999998.0,,3.81,-78.00823,2021-03-28T01:39:34.946Z,0.05024,1566.19825,2020-03-13T02:29:53.872Z,2021-07-02T01:24:43.449Z,448.390043670643,140.946327443426,-20.212153209078
251,247,hive,hive,Hive,https://assets.coingecko.com/coins/images/10840/large/logo_transparent_4x.png?1584623184,247,hive,0.322569,119985664,247,,29955157.0,0.361811,0.27723,0.02632428,8.88598,9813546.0,8.90747,371968555.228,,,1.04,-69.06325,2021-03-28T01:54:29.066Z,0.087309,269.45694,2020-04-06T07:35:48.099Z,2021-07-02T01:21:26.250Z,50.6902316794222,168.428415826882,-24.3247666518496
252,248,electroneum,etn,Electroneum,https://assets.coingecko.com/coins/images/1109/large/electroneum.png?1547224846,248,etn,0.00658976,117836519,249,,387341.0,0.00679615,0.00632938,-0.000117526771,-1.75223,-1364957.11622059,-1.14508,17877267117.09,21000000000.0,,0.207854,-96.84158,2018-01-06T00:00:00.000Z,0.00134783,387.07386,2020-03-13T02:24:21.810Z,2021-07-02T01:23:53.243Z,6.16226980974604,36.0684097160416,-29.1898140219672
253,249,wrapped-nxm,wnxm,Wrapped NXM,https://assets.coingecko.com/coins/images/11890/large/wrapped-nexus-mutual.jpg?1595811559,249,wnxm,54.82,117522933,250,117522933.0,10128628.0,58.61,53.42,-3.408729946323,-5.85423,-6271283.0582251,-5.06589,2143872.36025767,2143872.36025767,2143872.36025767,130.82,-58.08873,2021-05-12T18:40:13.935Z,8.14,573.22666,2020-07-27T15:50:07.313Z,2021-07-02T01:23:10.347Z,,179.632310537337,-24.4687883539493
